entryname,source,author,date,url,teamname,ranking
NBA_241118_NOP,NBA,John Schuhmann,241118,https://www.nba.com/news/power-rankings-2024-25-week-5,New Orleans Pelicans,27
NBA_241118_TOR,NBA,John Schuhmann,241118,https://www.nba.com/news/power-rankings-2024-25-week-5,Toronto Raptors,28
NBA_241118_UTA,NBA,John Schuhmann,241118,https://www.nba.com/news/power-rankings-2024-25-week-5,Utah Jazz,29
NBA_241118_WAS,NBA,John Schuhmann,241118,https://www.nba.com/news/power-rankings-2024-25-week-5,Washington Wizards,30
Score_241120_CLE,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Cleveland Cavaliers,1
Score_241120_OKC,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Oklahoma City Thunder,2
Score_241120_GSW,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Golden State Warriors,3
Score_241120_BOS,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Boston Celtics,4
Score_241120_PHO,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Phoenix Suns,5
Score_241120_LAL,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Los Angeles Lakers,6
Score_241120_HOU,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Houston Rockets,7
Score_241120_DEN,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Denver Nuggets,8
Score_241120_MEM,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Memphis Grizzlies,9
Score_241120_ORL,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Orlando Magic,10
Score_241120_SAC,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Sacramento Kings,11
Score_241120_NYK,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,New York Knicks,12
Score_241120_MIN,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Minnesota Timberwolves,13
Score_241120_DAL,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Dallas Mavericks,14
Score_241120_LAC,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Los Angeles Clippers,15
Score_241120_SAS,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,San Antonio Spurs,16
Score_241120_IND,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Indiana Pacers,17
Score_241120_MIA,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Miami Heat,18
Score_241120_ATL,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Atlanta Hawks,19
Score_241120_DET,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Detroit Pistons,20
Score_241120_BRK,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Brooklyn Nets,21
Score_241120_CHI,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Chicago Bulls,22
Score_241120_CHA,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Charlotte Hornets,23
Score_241120_POR,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Portland Trail Blazers,24
Score_241120_MIL,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Milwaukee Bucks,25
Score_241120_NOP,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,New Orleans Pelicans,26
Score_241120_PHI,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Philadelphia 76ers,27
Score_241120_UTA,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Utah Jazz,28
Score_241120_TOR,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Toronto Raptors,29
Score_241120_WAS,Score,Staff,241120,https://www.thescore.com/nba/news/3090349/nba-power-rankings-cavs-celtics-surge-as-east-foes-flop,Washington Wizards,30
BR_241129_WAS,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Washington Wizards,30
BR_241129_UTA,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Utah Jazz,29
BR_241129_NOP,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,New Orleans Pelicans,28
BR_241129_PHI,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Philadelphia 76ers,27
BR_241129_POR,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Portland Trail Blazers,26
BR_241129_TOR,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Toronto Raptors,25
BR_241129_CHA,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Charlotte Hornets,24
BR_241129_CHI,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Chicago Bulls,23
BR_241129_DET,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Detroit Pistons,22
BR_241129_ATL,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Atlanta Hawks,21
BR_241129_BRK,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Brooklyn Nets,20
BR_241129_IND,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Indiana Pacers,19
BR_241129_MIA,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Miami Heat,18
BR_241129_MIN,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Minnesota Timberwolves,17
BR_241129_SAC,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Sacramento Kings,16
BR_241129_SAS,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,San Antonio Spurs,15
BR_241129_LAL,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Los Angeles Lakers,14
BR_241129_PHO,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Phoenix Suns,13
BR_241129_LAC,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Los Angeles Clippers,12
BR_241129_MIL,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Milwaukee Bucks,11
BR_241129_DEN,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Denver Nuggets,10
BR_241129_NYK,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,New York Knicks,9
BR_241129_MEM,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Memphis Grizzlies,8
BR_241129_DAL,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Dallas Mavericks,7
BR_241129_ORL,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Orlando Magic,6
BR_241129_HOU,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Houston Rockets,5
BR_241129_GSW,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Golden State Warriors,4
BR_241129_CLE,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Cleveland Cavaliers,3
BR_241129_OKC,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Oklahoma City Thunder,2
BR_241129_BOS,BR,Andy Bailey,241129,https://bleacherreport.com/articles/10144875-nba-power-rankings-celtics-hold-strong-while-okc-thunder-gain,Boston Celtics,1
ESPN_241127_CLE,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Cleveland Cavaliers,1
ESPN_241127_BOS,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Boston Celtics,2
ESPN_241127_OKC,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Oklahoma City Thunder,3
ESPN_241127_GSW,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Golden State Warriors,4
ESPN_241127_HOU,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Houston Rockets,5
ESPN_241127_DEN,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Denver Nuggets,6
ESPN_241127_LAL,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Los Angeles Lakers,7
ESPN_241127_MEM,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Memphis Grizzlies,8
ESPN_241127_ORL,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Orlando Magic,9
ESPN_241127_NYK,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,New York Knicks,10
ESPN_241127_DAL,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Dallas Mavericks,11
ESPN_241127_LAC,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Los Angeles Clippers,12
ESPN_241127_PHO,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Phoenix Suns,13
ESPN_241127_MIN,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Minnesota Timberwolves,14
ESPN_241127_SAS,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,San Antonio Spurs,15
ESPN_241127_MIL,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Milwaukee Bucks,16
ESPN_241127_MIA,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Miami Heat,17
ESPN_241127_SAC,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Sacramento Kings,18
ESPN_241127_DET,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Detroit Pistons,19
ESPN_241127_IND,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Indiana Pacers,20
ESPN_241127_BRK,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Brooklyn Nets,21
ESPN_241127_ATL,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Atlanta Hawks,22
ESPN_241127_CHI,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Chicago Bulls,23
ESPN_241127_CHA,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Charlotte Hornets,24
ESPN_241127_POR,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Portland Trail Blazers,25
ESPN_241127_NOP,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,New Orleans Pelicans,26
ESPN_241127_PHI,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Philadelphia 76ers,27
ESPN_241127_TOR,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Toronto Raptors,28
ESPN_241127_UTA,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Utah Jazz,29
ESPN_241127_WAS,ESPN,Staff,241127,https://www.espn.com/nba/story/_/id/42530621/nba-power-rankings-biggest-lessons-learned-far-all-30-teams,Washington Wizards,30
ESPN_241120_CLE,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Cleveland Cavaliers,1
ESPN_241120_GSW,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Golden State Warriors,2
ESPN_241120_BOS,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Boston Celtics,3
ESPN_241120_OKC,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Oklahoma City Thunder,4
ESPN_241120_HOU,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Houston Rockets,5
ESPN_241120_DEN,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Denver Nuggets,6
ESPN_241120_LAL,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Los Angeles Lakers,7
ESPN_241120_PHO,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Phoenix Suns,8
ESPN_241120_ORL,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Orlando Magic,9
ESPN_241120_MIN,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Minnesota Timberwolves,10
ESPN_241120_MEM,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Memphis Grizzlies,11
ESPN_241120_DAL,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Dallas Mavericks,12
ESPN_241120_NYK,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,New York Knicks,13
ESPN_241120_SAC,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Sacramento Kings,14
ESPN_241120_LAC,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Los Angeles Clippers,15
ESPN_241120_IND,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Indiana Pacers,16
ESPN_241120_SAS,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,San Antonio Spurs,17
ESPN_241120_MIA,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Miami Heat,18
ESPN_241120_DET,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Detroit Pistons,19
ESPN_241120_ATL,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Atlanta Hawks,20
ESPN_241120_MIL,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Milwaukee Bucks,21
ESPN_241120_CHA,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Charlotte Hornets,22
ESPN_241120_POR,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Portland Trail Blazers,23
ESPN_241120_BRK,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Brooklyn Nets,24
ESPN_241120_CHI,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Chicago Bulls,25
ESPN_241120_PHI,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,Philadelphia 76ers,26
ESPN_241120_NOP,ESPN,Staff,241120,https://www.espn.com/nba/story/_/id/42468239/nba-power-rankings-okc-battles-west-magic-ascend-east,New Orleans Pelicans,27
